run_id,arm,rep,seq,round,seat,status,total_pool_tonnes,uk_tranche_tonnes,allocation,out_of_quota_rate_pct,duration_years,review_clause,other_terms,message_chars
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,28,3,eu-geneva,counter,1200000,600000,country_specific,50,5,True,"Licensing-based administration against a representative recent reference period, replacing first-come first-served | Country-specific reserves for principal supplying interests only — not a general FTA pool | Melt-and-pour enforcement and anti-circumvention provisions applied even-handedly | Technical evidence-based review of plate lines for possible narrow carve-outs | Withdrawal of FTA/TCA disapplication conceivable only as part of a final package delivering: quantified continuation of EU country-specific allocations under the UK steel measure at current volumes for the same duration; UK confirmation it will not join coordinated FTA countermeasures or withdraw concessions if the package is accepted | Substantial equivalence assessed on the whole final package, including residual TRQ access, administration, compensation elsewhere in the schedule, duration/review and parallel treatment | UK to provide remaining line-by-line data, specific other-line compensation requests, and concrete parallel-track figures before Round 4",2510
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,29,3,uk-geneva,counter,5000000,2400000,country_specific,10,5,True,"Licensed administration against most recent representative three-year reference period taken as agreed in principle and closed as a topic | Country-specific UK tranche within the total pool | Compensation on other EU lines (motor vehicles and components, chemicals and pharmaceuticals, processed agrifood), quantified against the residual access gap and additive to, not substitutive of, the tranche | Full withdrawal of the TCA/FTA disapplication provision - not priced against a below-representative UK reserve | Technical carve-out review for plate lines, building on data supplied | Even-handed melt-and-pour enforcement and anti-circumvention provisions | Parallel-track offer in shape only: continuation of EU country-specific allocations under the UK steel measure, duration and review to be agreed, tonnage figures strictly conditional on a credible licensed UK tranche and full TCA withdrawal | No UK pre-commitment to forswear Article XXVIII rights; a substantially equivalent package removes the premise for withdrawal of concessions",3477
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,40,4,eu-geneva,counter,2000000,1200000,country_specific,25,5,True,"Licensed administration against the most recent representative three-year reference period | Country-specific reserves for principal supplying interests only; no general FTA pool | Narrow evidence-based carve-outs on plate lines supported by UK data | Withdrawal of the FTA/TCA disapplication provision as part of the whole package, folded into substantial equivalence | Narrow technical compensation on selected chemicals and pharmaceuticals lines only; nothing on motor vehicles or processed agrifood | Even-handed melt-and-pour enforcement and anti-circumvention provisions | Condition: quantified continuation of EU country-specific allocations under the UK steel measure at current volumes for five years, equivalent review treatment, and a restoration-or-compensation mechanism if the UK amends its measure | Condition: UK confirmation that acceptance fully and finally settles this modification - no withdrawal of concessions, no countermeasures, no participation in coordinated FTA-partner actions in respect of it | Package available this round only; single indivisible whole",3179
firm__rep1__2026-08-27T15-37-34-744Z,firm,1,41,4,uk-geneva,counter,3000000,2000000,country_specific,15,5,True,"Licensed administration against most recent representative three-year reference period - banked and closed | Full and unconditional withdrawal of the FTA/TCA disapplication provision within the package; not priced against the reserve level | Evidence-based carve-outs on plate lines confirmed | Even-handed melt-and-pour enforcement and anti-circumvention | Compensation list (motor vehicles and components, chemicals and pharmaceuticals, processed agrifood) retained as additive to the tranche | Safeguard element: continuation of EU country-specific allocations under the UK steel measure at current volumes, matching duration, symmetric review, restoration-or-compensation mechanism - strictly conditional and concurrent, inoperative unless the whole package lands | Settlement confirmation limited to the substantially-equivalent formulation: reserved Article XXVIII rights fall away because the package is substantially equivalent; no priced renunciation of WTO rights | Indivisible final offer, expiring at close of round",4930
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,5,1,eu-geneva,opening,400000,,global,50,,False,"FTA tariff preferences disapplied for all non-EEA FTA partners, including the UK | Open to discussing quota administration (licensing vs first-come first-served) | Open to discussing product-line-specific treatment and compensation on other lines in the EU schedule | Open to discussing duration and review",1192
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,6,1,uk-geneva,opening,2500000,2200000,country_specific,25,5,True,"Quota administered by licensing, not first-come first-served | No disapplication of FTA/TCA preferential rates for UK-origin steel | Carve-outs from the modification for product lines where UK supply is critical to EU downstream users | Compensation on other lines in the EU schedule in addition to quota terms | Linkage to treatment of EU exporters under the UK steel measure to be addressed as part of overall settlement",2617
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,18,2,eu-geneva,counter,400000,,global,50,,True,Quota administered by licensing rather than first-come first-served | Openness to a defined duration with a review point as part of a complete package | Compensation on other EU schedule lines to be tabled in Round 3 | FTA disapplication restated as integral and uniform for non-EEA partners | UK invited to specify concrete reciprocal treatment for EU exporters under the UK steel measure,2562
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,19,2,uk-geneva,counter,2500000,2200000,country_specific,25,4,True,"Licensing administration of the quota (registering the EU's movement from first-come first-served) | Compensation on other EU schedule lines — first UK indicative list tabled (automotive components, chemicals, agrifood) — additive to quota volume, never a substitute for it | FTA disapplication provision severed from the measure; UK legal position on TCA obligations unchanged | Product carve-outs reserved for discussion only where they protect lines produced by surviving UK plants | Treatment of EU exporters under the UK steel measure discussable only as part of an overall settlement; no volumes or coverage tabled at this stage",3248
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,30,3,eu-geneva,counter,400000,,global,50,8,True,"Licensing administration (conceded Round 2) — EU proposes both sides exchange valuations of their respective compensation lists before Round 4 | EU compensation list tabled: selected automotive component, chemicals and agrifood lines, additive to quota outcome, not substitutive | Ad referendum signal, no volume attached: a country-specific allocation is not excluded within a complete and reciprocal package reflecting EU-UK market integration under the TCA — expressly conditional on concrete UK specificity (volumes, product coverage, duration, administration) on EU exporter access under the UK steel measure | Duration 8-10 years with mid-term review; UK's 4-year proposal rejected as too short | UK 25% out-of-quota rate demand rejected as outside any operable zone | FTA disapplication provision restated as integral and uniform; not open for discussion at the table",2813
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,31,3,uk-geneva,counter,2500000,2200000,country_specific,25,4,True,"Licensing administration (as conceded by EU) | Compensation on other EU schedule lines, additive to quota volume, valued on three-year average trade flows at current unit values | Reciprocal security of country-specific access in both markets accepted in principle as settlement frame | Conditional offer: duration-matched guarantee of EU country-specific allocations under the UK steel measure, with improved allocations of the order of several hundred thousand tonnes on agreed lines, gated on a concrete EU tranche figure bearing a serious relationship to actual trade and an out-of-quota rate at or below 25% | Total pool size conceded as secondary if a ring-fenced UK tranche at serious volume is agreed | Product carve-outs welcome where they fully exclude lines produced by surviving UK plants; specific lists referred to capital | FTA disapplication objection reserved on the record; treatment shaped by overall package | Duration signalled as flexible within a package that delivers on volume and rate | Procedural proposal for Round 4: simultaneous exchange of EU tranche figure/rate/duration against precise UK safeguard volumes/coverage/administration",4489
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,41,4,eu-geneva,counter,1400000,800000,country_specific,45,8,True,"Architecture: 800,000t ring-fenced UK country-specific tranche at zero duty, plus 600,000t global residual pool for all other origins (total circa 1.4mt) | UK tranche framed expressly as reflecting EU-UK market integration under the TCA — framing integral to the offer | Licensing administration throughout (no first-come first-served) | Mid-term review within the 8-year duration | Compensation list as tabled (automotive components, chemicals, agrifood), additive, valued on shared method of three-year average trade flows at current unit values | Openness to full carve-out of limited sub-lines where UK production concentrated (plate and rebar sub-lines indicated), to be shaped within the session | CONDITION 1: simultaneous tabling of precise guaranteed EU country-specific allocations under the UK steel measure — volumes, coverage, administration — matched to full duration; tranche scales down proportionately if reciprocal volumes disappoint | CONDITION 2: explicit UK commitment to disengage from any coordinated FTA dispute action with Japan and Korea in relation to this measure | FTA preference disapplication provision position unchanged",3422
firm__rep2__2026-08-27T19-59-32-132Z,firm,2,43,4,uk-geneva,counter,2100000,1500000,country_specific,30,8,True,"UK tranche ring-fenced and licensing-administered; residual global pool of 600,000 tonnes not contested | Full exclusion (zero bound restored) of plate and rebar sub-lines produced by surviving UK plants, credited tonne-for-tonne at three-year average export volumes as effective access additional to the tranche | Binding mid-term review no later than year 4 | Reciprocal: duration-matched guarantee of existing EU country-specific allocations under the UK steel measure plus improvements of up to 200,000 tonnes on agreed lines, rising toward 300,000 tonnes if effective access reaches 1.6-1.8 million tonnes; administration mirrored (licensing, duration-matched) | Compensation lists on other schedule lines valued on three-year average trade flows at current unit values, additive to quota volume, never a substitute | No commitment on dispute action with other members can be given at the table; a satisfactory overall package shapes UK consideration of adjacent matters | FTA preference provision: UK legal objection remains on the record",5053
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,5,1,eu-geneva,opening,400000,,global,50,,False,"Notified FTA preference disapplication remains part of the package, but its application to UK-origin steel is explicitly open to negotiation within this process | All design parameters (volume, allocation, administration, duration, review, product coverage) stated as open for discussion | Compensation on other lines in the EU schedule available for discussion | Proposal to address the EU and UK steel measures in parallel, with reciprocal treatment of exporters as an organising principle",2073
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,6,1,uk-geneva,opening,3000000,2400000,country_specific,15,3,True,"Withdrawal of the proposed disapplication of FTA/TCA tariff reductions for UK-originating steel | Licensed administration with quarterly release and carryover of unused tranche tonnage | Carve-out of tariff lines where UK is the dominant supplier and EU domestic production is minimal, list to be tabled | Compensation on other lines in the EU schedule to be registered, pending the EU's response on volume and allocation | Reciprocal predictability for EU exporters under the UK steel measure to be addressed in parallel, contingent on overall balance",2849
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,17,2,eu-geneva,counter,1100000,900000,country_specific,30,5,True,"Administration by import licensing with quarterly release | Carryover of unused quarterly tonnage, capped at one quarter | Mandatory mid-term review (year 3) covering volumes, allocation and out-of-quota rate | EU prepared to revisit scope of FTA-disapplication clause as part of overall settlement, including preserving TCA preference operation within the UK tranche — movement conditional on UK movement on volume/rate | Informal parallel discussion of UK safeguard measure: EU expects preservation of EU country-specific allocations at current volumes, no shift to global FCFS | UK invited to table product carve-out list for examination; no commitments made | UK tranche sized with regard to other members' Article XXVIII reservations (Turkey, Korea, India, Japan)",4267
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,18,2,uk-geneva,counter,3000000,2400000,country_specific,15,3,True,"Import licensing with quarterly release and carryover of unused tonnage (one-quarter cap workable) | Withdrawal — not narrowing — of the clause disapplying FTA tariff reductions for UK-originating steel; UK reserves all TCA rights | Carve-out list of lines where UK supply is dominant and EU domestic production minimal to be tabled this week | In-principle, non-quantified linkage: preservation of EU country-specific allocations under the UK steel measure contingent on UK tranche near representative volumes and withdrawal of FTA disapplication | Openness to a longer duration only if the review clause carries a defined obligation to recalibrate volumes against actual trade",3563
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,29,3,eu-geneva,counter,1300000,1150000,country_specific,28,5,True,"Licensing administration with quarterly release | Carryover of unused tonnage capped at one quarter | Binding mid-term review with defined obligation to recalibrate quota volumes against trade-flow and overcapacity data, presumption of adjustment, symmetric design, no automatic tonnage entitlements | Full withdrawal of FTA-disapplication clause available as part of package, conditional on tranche ≤1.2Mt, OQR ≥25%, and locked-in safeguard understanding | Mutual understanding (exchange of letters) preserving EU country-specific allocations under UK steel measure at current volumes, no shift to FCFS | UK carve-out list to be examined as endgame element",4059
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,30,3,uk-geneva,counter,3000000,2400000,country_specific,15,5,True,"Binding mid-term review recalibrating quota volumes, allocation and out-of-quota rate against actual trade flows and overcapacity data, symmetric in design with presumption of adjustment | Import licensing with quarterly release; carryover of unused tonnage capped at one quarter | Full withdrawal of the FTA disapplication clause as a required element of any settlement | UK carve-out list tabled with representative-period trade data; treatment as core endgame element | In-principle confirmation of preservation of existing EU country-specific allocations under the UK safeguard measure, matching duration and review, contingent on withdrawal of the clause and a UK tranche approaching representative-period volumes | Conditional signal: London could engage on the volume figure within a package including clause withdrawal, out-of-quota rate meaningfully below 30%, and progress on carve-outs",3006
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,40,4,eu-geneva,counter,1500000,1350000,country_specific,25,5,True,"Final, indivisible package: all elements conditional on acceptance of the whole this round | Full withdrawal of FTA-disapplication clause, extended to all FTA partners (EEA excepted as notified) | Carve-outs accepted for lines where UK supply dominant and EU production minimal/nil, capped at 250,000t representative-period trade; overflow lines receive guaranteed residual-pool shares | Import licensing administration with quarterly release; carryover of unused tonnage capped at one quarter | Binding mid-term recalibration against actual trade flows and overcapacity data, symmetric, presumption of adjustment, no automatic tonnage entitlements | Exchange of letters: preservation of EU country-specific allocations under UK steel measure at current volumes, matching five-year duration and review, no shift to FCFS | One to two pre-cleared compensation lines elsewhere in EU schedule available if needed to close | Reserve headroom (tranche to 1.4Mt, OQR to 22%) held for closing concessions against UK acceptance only",3986
focal_firm_ukgva__rep1__2026-08-27T18-37-08-506Z,focal_firm_ukgva,1,41,4,uk-geneva,counter,2000000,1800000,country_specific,20,5,True,"Binding criteria-based mid-term recalibration against actual trade flows and overcapacity data, symmetric with presumption of adjustment, as described by the EU in Round 3 | Full withdrawal of the FTA disapplication clause, extended to all FTA partners, as tabled by the EU | Carve-outs per the UK list at or above the EU's 250,000-tonne cap, reverting to zero duty outside the quota, with qualifying lines beyond the cap receiving guaranteed residual pool shares | EU's reserved compensation lines elsewhere in its schedule to be tabled and added to the package this round, per the EU's own offer against a residual gap in substantially equivalent value | Import licensing administration with quarterly release and carryover capped at one quarter | Exchange of letters preserving EU country-specific allocations under the UK steel measure at current volumes, matching duration and review, to be signed simultaneously with conclusion of the main package | UK reserves all Article XXVIII rights pending London's decision on the final terms",2676
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,5,1,eu-geneva,opening,400000,,global,50,,False,"First-come, first-served administration | Non-EEA FTA preference disapplication remains part of the EU's notified opening text | Product coverage as notified across the 41 tariff lines | Compensation, enforcement and TCA interface open for discussion | No partial agreement before an overall package is settled",822
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,6,1,uk-geneva,counter,3000000,2200000,country_specific,10,5,True,"Quota administered by import licensing, not first-come first-served | Removal of legal text disapplying non-EEA FTA preferences, including TCA preferences for UK-originating steel | Carve-outs for specific product lines where EU downstream manufacturers depend on UK supply | Treatment of EU exporters under the UK's parallel steel measure to be discussed only as part of the overall package | Enforcement and anti-circumvention provisions to be agreed mutually, covering transhipment and minor processing",1576
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,17,2,eu-geneva,counter,1000000,550000,country_specific,30,6,True,UK tranche administered by licensing for predictability of established flows | FTA disapplication drafting: EU ready to discuss TCA-consistent drafting solutions; scope of movement dependent on overall package | Conditionality: movement on volume and rate is contingent on UK commitments to preserve EU exporters' country-specific allocations under the UK parallel steel measure at current volumes | Settlement forecloses any UK withdrawal of substantially equivalent concessions against EU trade | No product line carve-outs offered at this stage,2810
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,18,2,uk-geneva,counter,2600000,2000000,country_specific,15,5,True,"Licensing administration of all country-specific tranches | Removal of FTA-disapplication drafting, replaced by rules-of-origin enforcement and anti-circumvention provisions | Product carve-outs for lines where EU downstream industries are dependent on UK supply | In-principle discussability of preserving EU country-specific allocations under the UK parallel measure as part of a final package — no volumes offered | Duration of five years proposed; six years discussable once volume and rate are close",2699
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,28,3,eu-geneva,counter,1200000,700000,country_specific,25,6,True,"UK tranche administered by licensing, guaranteeing predictable access for established trade flows | Package is explicitly conditional: holds only against UK movement off 2.0M tranche / 15% rate toward a plausible landing zone AND concrete UK commitments to preserve EU exporters' country-specific allocations under the UK parallel steel measure at current volumes | Limited in-round room to move further on volume if the UK tables its parallel-measure commitments in specific terms this round | FTA preferences: EU ready to engage on UK-proposed swap — robust rules-of-origin enforcement and anti-circumvention provisions in place of blanket disapplication, scoped in the first instance to UK-originating steel under the TCA | Swap architecture must include: objective origin-verification standards; EU audit and inspection rights; automatic snap-back restoring disapplication or suspending preferential access on evidence of circumvention; provisions survive the review clause | Wider application of the swap to other FTA partners: listening mode only, no EU commitment | UK tranche is country-specific and guaranteed; remainder of pool is not earmarked and this settlement does not prejudge separate processes with other claimants | Round 4 fixed as endgame: settlement requires UK convergence on tranche/rate figures and parallel-measure commitments on the table at the start of Round 4",3287
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,29,3,uk-geneva,counter,2600000,2000000,country_specific,15,6,True,"Duration moved from five to six years as a goodwill gesture recognising EU movement on scale; review clause mandatory, terms of reference for drafting | Licensing administration of the country-specific UK tranche | Removal of FTA-disapplication drafting, replaced by anti-circumvention and rules-of-origin enforcement architecture scoped to UK-originating steel under the TCA: objective origin-verification standards, audit/inspection cooperation, snap-back subject to defined evidentiary thresholds, due process and proportionality | Carve-outs for product lines where EU downstream industries are demonstrably dependent on UK supply | Parallel-measure commitments (preservation of EU country-specific allocations) to be tabled in specific terms only at the close, against a complete package with convergent volume figures | No advance waiver of UK Article XXVIII withdrawal rights; adequate compensation in the settlement is what removes the basis for withdrawal",3573
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,40,4,eu-geneva,counter,1500000,900000,country_specific,25,6,True,"Licensing administration of the UK tranche | FTA swap scoped to UK-originating steel under the TCA: rules-of-origin enforcement and anti-circumvention provisions replacing blanket disapplication; snap-back with defined evidentiary thresholds, max ten-working-day consultation window, proportionality, no prior external review, reviewable in arrears | Product-line carve-outs for demonstrated EU downstream dependency, capped at 100,000 tonnes/year within the pool | Strictly limited further tranche room available only against: specific current-volume preservation of EU country-specific allocations under the UK parallel measure, UK acceptance of 25% out-of-quota rate, and concluded swap architecture | Residual pool not earmarked; other Article XXVIII processes not prejudged | Failure consequence: notified basis proceeds (400,000t global FCFS at 50%)",3610
focal_firm_ukgva__rep2__2026-08-27T23-11-30-551Z,focal_firm_ukgva,2,41,4,uk-geneva,counter,1800000,1400000,country_specific,25,6,True,"Hybrid structure: guaranteed UK country-specific licensed core of at least 1,400,000 tonnes within a total pool of at least 1,800,000 tonnes, plus a global residual of no more than 400,000 tonnes on which UK exporters may also draw; residual access is upside only and does not count toward or erode the core | UK parallel measure: preservation of EU country-specific allocations at current volumes, conditional on conclusion of the full package and the EU measure remaining in force; not enhancement; no advance waiver of Article XXVIII rights | FTA preferences: blanket disapplication removed and replaced by rules-of-origin enforcement and anti-circumvention provisions scoped to UK-originating steel under the TCA, with defined evidentiary thresholds, ten-working-day pre-suspension consultation, proportionality, express restoration of access upon cure, and co-terminous survival with the measure as confirmed through review | Product-line carve-outs for demonstrated EU downstream dependency on UK supply, capped at 100,000 tonnes per year within the pool, additive to and not substituting for core tonnage | Six-year duration with mandatory review clause",2798
